time,close,signal,confidence,equity
2024-09-24 22:00:00+00:00,64579.9,0,0.0,1.0
2024-09-24 23:00:00+00:00,64262.7,0,0.0,1.0
2024-09-25 00:00:00+00:00,64126.93,0,0.0,1.0
2024-09-25 01:00:00+00:00,64390.01,0,0.0,1.0
2024-09-25 02:00:00+00:00,64422.52,0,0.0,1.0
2024-09-25 03:00:00+00:00,64460.0,0,0.0,1.0
2024-09-25 04:00:00+00:00,64172.85,0,0.0,1.0
2024-09-25 05:00:00+00:00,64170.63,0,0.0,1.0
2024-09-25 06:00:00+00:00,63806.0,0,0.0,1.0
2024-09-25 07:00:00+00:00,63843.33,0,0.0,1.0
2024-09-25 08:00:00+00:00,63819.1,0,0.0,1.0
2024-09-25 09:00:00+00:00,63609.89,0,0.0,1.0
2024-09-25 10:00:00+00:00,63630.45,0,0.0,1.0
2024-09-25 11:00:00+00:00,63838.01,0,0.0,1.0
2024-09-25 12:00:00+00:00,63600.01,0,0.0,1.0
2024-09-25 13:00:00+00:00,63761.34,0,0.0,1.0
2024-09-25 14:00:00+00:00,63936.5,0,0.0,1.0
2024-09-25 15:00:00+00:00,63495.66,0,0.0,1.0
2024-09-25 16:00:00+00:00,63463.88,0,0.0,1.0
2024-09-25 17:00:00+00:00,63168.0,0,0.0,1.0
2024-09-25 18:00:00+00:00,63351.0,0,0.0,1.0
2024-09-25 19:00:00+00:00,63181.5,0,0.0,1.0
2024-09-25 20:00:00+00:00,63505.78,0,0.0,1.0
2024-09-25 21:00:00+00:00,63437.99,0,0.0,1.0
2024-09-25 22:00:00+00:00,63261.99,0,0.0,1.0
2024-09-25 23:00:00+00:00,63152.01,0,0.0,1.0
2024-09-26 00:00:00+00:00,62946.01,0,0.0,1.0
2024-09-26 01:00:00+00:00,63154.74,0,0.0,1.0
2024-09-26 02:00:00+00:00,63353.99,0,0.0,1.0
2024-09-26 03:00:00+00:00,63514.34,0,0.0,1.0
2024-09-26 04:00:00+00:00,63427.51,0,0.0,1.0
2024-09-26 05:00:00+00:00,63594.0,0,0.0,1.0
2024-09-26 06:00:00+00:00,63721.48,0,0.0,1.0
2024-09-26 07:00:00+00:00,63852.07,0,0.0,1.0
2024-09-26 08:00:00+00:00,63709.5,0,0.0,1.0
2024-09-26 09:00:00+00:00,63798.0,0,0.0,1.0
2024-09-26 10:00:00+00:00,64391.99,0,0.0,1.0
2024-09-26 11:00:00+00:00,64393.99,0,0.0,1.0
2024-09-26 12:00:00+00:00,64481.82,0,0.0,1.0
2024-09-26 13:00:00+00:00,64428.21,0,0.0,1.0
2024-09-26 14:00:00+00:00,64426.64,0,0.0,1.0
2024-09-26 15:00:00+00:00,65229.03,0,0.0,1.0
2024-09-26 16:00:00+00:00,65338.0,0,0.0,1.0
2024-09-26 17:00:00+00:00,65132.54,0,0.0,1.0
2024-09-26 18:00:00+00:00,65285.52,0,0.0,1.0
2024-09-26 19:00:00+00:00,64711.06,0,0.0,1.0
2024-09-26 20:00:00+00:00,64664.26,0,0.0,1.0
2024-09-26 21:00:00+00:00,65052.0,0,0.0,1.0
2024-09-26 22:00:00+00:00,65086.33,0,0.0,1.0
2024-09-26 23:00:00+00:00,65173.99,0,0.0,1.0
2024-09-27 00:00:00+00:00,65241.98,0,0.0,1.0
2024-09-27 01:00:00+00:00,65119.9,0,0.0,1.0
2024-09-27 02:00:00+00:00,64878.12,0,0.0,1.0
2024-09-27 03:00:00+00:00,65366.01,0,0.0,1.0
2024-09-27 04:00:00+00:00,65303.96,0,0.0,1.0
2024-09-27 05:00:00+00:00,65354.58,0,0.0,1.0
2024-09-27 06:00:00+00:00,65344.79,0,0.0,1.0
2024-09-27 07:00:00+00:00,65460.02,0,0.0,1.0
2024-09-27 08:00:00+00:00,65725.99,0,0.0,1.0
2024-09-27 09:00:00+00:00,65754.01,0,0.0,1.0
2024-09-27 10:00:00+00:00,65490.01,0,0.0,1.0
2024-09-27 11:00:00+00:00,65437.35,0,0.0,1.0
2024-09-27 12:00:00+00:00,65741.19,0,0.0,1.0
2024-09-27 13:00:00+00:00,65678.01,0,0.0,1.0
2024-09-27 14:00:00+00:00,66242.66,0,0.0,1.0
2024-09-27 15:00:00+00:00,66006.01,0,0.0,1.0
2024-09-27 16:00:00+00:00,66303.03,0,0.0,1.0
2024-09-27 17:00:00+00:00,65915.61,0,0.0,1.0
2024-09-27 18:00:00+00:00,65876.42,0,0.0,1.0
2024-09-27 19:00:00+00:00,65657.99,0,0.0,1.0
2024-09-27 20:00:00+00:00,65804.87,0,0.0,1.0
2024-09-27 21:00:00+00:00,65816.62,0,0.0,1.0
2024-09-27 22:00:00+00:00,65870.0,0,0.0,1.0
2024-09-27 23:00:00+00:00,65769.95,0,0.0,1.0
2024-09-28 00:00:00+00:00,65899.1,0,0.0,1.0
2024-09-28 01:00:00+00:00,65994.0,0,0.0,1.0
2024-09-28 02:00:00+00:00,66168.74,0,0.0,1.0
2024-09-28 03:00:00+00:00,66063.76,0,0.0,1.0
2024-09-28 04:00:00+00:00,66006.5,0,0.0,1.0
2024-09-28 05:00:00+00:00,65953.8,0,0.0,1.0
2024-09-28 06:00:00+00:00,65800.0,0,0.0,1.0
2024-09-28 07:00:00+00:00,65824.01,0,0.0,1.0
2024-09-28 08:00:00+00:00,65635.9,0,0.0,1.0
2024-09-28 09:00:00+00:00,65628.2,0,0.0,1.0
2024-09-28 10:00:00+00:00,65764.01,0,0.0,1.0
2024-09-28 11:00:00+00:00,65798.01,0,0.0,1.0
2024-09-28 12:00:00+00:00,65548.12,0,0.0,1.0
2024-09-28 13:00:00+00:00,65528.03,0,0.0,1.0
2024-09-28 14:00:00+00:00,65720.74,0,0.0,1.0
2024-09-28 15:00:00+00:00,65619.13,0,0.0,1.0
2024-09-28 16:00:00+00:00,65516.0,0,0.0,1.0
2024-09-28 17:00:00+00:00,65633.2,0,0.0,1.0
2024-09-28 18:00:00+00:00,65715.01,0,0.0,1.0
2024-09-28 19:00:00+00:00,65724.0,0,0.0,1.0
2024-09-28 20:00:00+00:00,65645.99,0,0.0,1.0
2024-09-28 21:00:00+00:00,65692.0,0,0.0,1.0
2024-09-28 22:00:00+00:00,65680.01,0,0.0,1.0
2024-09-28 23:00:00+00:00,65858.0,0,0.0,1.0
2024-09-29 00:00:00+00:00,65687.1,0,0.0,1.0
2024-09-29 01:00:00+00:00,65872.9,0,0.0,1.0
2024-09-29 02:00:00+00:00,65824.0,0,0.0,1.0
2024-09-29 03:00:00+00:00,65815.92,0,0.0,1.0
2024-09-29 04:00:00+00:00,65741.99,0,0.0,1.0
2024-09-29 05:00:00+00:00,65594.01,0,0.0,1.0
2024-09-29 06:00:00+00:00,65499.99,0,0.0,1.0
2024-09-29 07:00:00+00:00,65477.01,0,0.0,1.0
2024-09-29 08:00:00+00:00,65559.91,0,0.0,1.0
2024-09-29 09:00:00+00:00,65579.91,0,0.0,1.0
2024-09-29 10:00:00+00:00,65571.99,0,0.0,1.0
2024-09-29 11:00:00+00:00,65691.92,0,0.0,1.0
2024-09-29 12:00:00+00:00,65631.68,0,0.0,1.0
2024-09-29 13:00:00+00:00,65817.98,0,0.0,1.0
2024-09-29 14:00:00+00:00,65694.07,0,0.0,1.0
2024-09-29 15:00:00+00:00,65751.34,0,0.0,1.0
2024-09-29 16:00:00+00:00,65764.99,0,0.0,1.0
2024-09-29 17:00:00+00:00,65818.01,0,0.0,1.0
2024-09-29 18:00:00+00:00,65789.45,0,0.0,1.0
2024-09-29 19:00:00+00:00,65958.82,0,0.0,1.0
2024-09-29 20:00:00+00:00,65812.0,0,0.0,1.0
2024-09-29 21:00:00+00:00,65868.6,0,0.0,1.0
2024-09-29 22:00:00+00:00,65674.42,0,0.0,1.0
2024-09-29 23:00:00+00:00,65602.01,0,0.0,1.0
2024-09-30 00:00:00+00:00,65463.85,0,0.0,1.0
2024-09-30 01:00:00+00:00,64769.99,0,0.0,1.0
2024-09-30 02:00:00+00:00,64376.01,0,0.0,1.0
2024-09-30 03:00:00+00:00,64553.68,0,0.0,1.0
2024-09-30 04:00:00+00:00,64441.7,0,0.0,1.0
2024-09-30 05:00:00+00:00,64525.99,0,0.0,1.0
2024-09-30 06:00:00+00:00,64356.0,0,0.0,1.0
2024-09-30 07:00:00+00:00,64562.01,0,0.0,1.0
2024-09-30 08:00:00+00:00,64311.58,0,0.0,1.0
2024-09-30 09:00:00+00:00,63541.01,0,0.0,1.0
2024-09-30 10:00:00+00:00,63645.99,0,0.0,1.0
2024-09-30 11:00:00+00:00,63819.44,0,0.0,1.0
2024-09-30 12:00:00+00:00,64048.0,0,0.0,1.0
2024-09-30 13:00:00+00:00,63874.54,0,0.0,1.0
2024-09-30 14:00:00+00:00,63740.72,0,0.0,1.0
2024-09-30 15:00:00+00:00,63561.41,0,0.0,1.0
2024-09-30 16:00:00+00:00,63486.98,0,0.0,1.0
2024-09-30 17:00:00+00:00,63696.0,0,0.0,1.0
2024-09-30 18:00:00+00:00,63330.55,0,0.0,1.0
2024-09-30 19:00:00+00:00,63488.0,0,0.0,1.0
2024-09-30 20:00:00+00:00,63809.99,0,0.0,1.0
2024-09-30 21:00:00+00:00,63706.93,0,0.0,1.0
2024-09-30 22:00:00+00:00,63481.98,0,0.0,1.0
2024-09-30 23:00:00+00:00,63327.59,0,0.0,1.0
2024-10-01 00:00:00+00:00,63531.99,0,0.0,1.0
2024-10-01 01:00:00+00:00,63458.0,0,0.0,1.0
2024-10-01 02:00:00+00:00,63443.76,0,0.0,1.0
2024-10-01 03:00:00+00:00,63723.48,0,0.0,1.0
2024-10-01 04:00:00+00:00,63868.94,0,0.0,1.0
2024-10-01 05:00:00+00:00,63749.99,0,0.0,1.0
2024-10-01 06:00:00+00:00,64033.98,0,0.0,1.0
2024-10-01 07:00:00+00:00,64045.92,0,0.0,1.0
2024-10-01 08:00:00+00:00,63956.0,0,0.0,1.0
2024-10-01 09:00:00+00:00,63864.46,0,0.0,1.0
2024-10-01 10:00:00+00:00,63910.12,0,0.0,1.0
2024-10-01 11:00:00+00:00,63734.0,0,0.0,1.0
2024-10-01 12:00:00+00:00,63668.21,0,0.0,1.0
2024-10-01 13:00:00+00:00,62866.8,0,0.0,1.0
2024-10-01 14:00:00+00:00,62598.0,0,0.0,1.0
2024-10-01 15:00:00+00:00,62628.85,0,0.0,1.0
2024-10-01 16:00:00+00:00,62448.0,0,0.0,1.0
2024-10-01 17:00:00+00:00,62151.99,0,0.0,1.0
2024-10-01 18:00:00+00:00,61987.99,0,0.0,1.0
2024-10-01 19:00:00+00:00,61755.99,0,0.0,1.0
2024-10-01 20:00:00+00:00,60809.02,0,0.0,1.0
2024-10-01 21:00:00+00:00,61142.01,0,0.0,1.0
2024-10-01 22:00:00+00:00,60767.99,0,0.0,1.0
2024-10-01 23:00:00+00:00,60805.78,0,0.0,1.0
2024-10-02 00:00:00+00:00,61046.26,0,0.0,1.0
2024-10-02 01:00:00+00:00,61522.89,0,0.0,1.0
2024-10-02 02:00:00+00:00,61782.89,0,0.0,1.0
2024-10-02 03:00:00+00:00,61750.47,0,0.0,1.0
2024-10-02 04:00:00+00:00,61495.79,0,0.0,1.0
2024-10-02 05:00:00+00:00,61489.71,0,0.0,1.0
2024-10-02 06:00:00+00:00,61700.01,0,0.0,1.0
2024-10-02 07:00:00+00:00,61727.4,0,0.0,1.0
2024-10-02 08:00:00+00:00,61806.01,0,0.0,1.0
2024-10-02 09:00:00+00:00,61271.25,0,0.0,1.0
2024-10-02 10:00:00+00:00,61188.28,0,0.0,1.0
2024-10-02 11:00:00+00:00,61164.01,0,0.0,1.0
2024-10-02 12:00:00+00:00,60798.8,0,0.0,1.0
2024-10-02 13:00:00+00:00,61350.0,0,0.0,1.0
2024-10-02 14:00:00+00:00,61077.78,0,0.0,1.0
2024-10-02 15:00:00+00:00,61874.01,0,0.0,1.0
2024-10-02 16:00:00+00:00,61800.0,0,0.0,1.0
2024-10-02 17:00:00+00:00,61628.01,0,0.0,1.0
2024-10-02 18:00:00+00:00,60762.09,0,0.0,1.0
2024-10-02 19:00:00+00:00,60190.01,0,0.0,1.0
2024-10-02 20:00:00+00:00,60924.0,0,0.0,1.0
2024-10-02 21:00:00+00:00,60831.99,0,0.0,1.0
2024-10-02 22:00:00+00:00,60851.74,0,0.0,1.0
2024-10-02 23:00:00+00:00,60649.28,0,0.0,1.0
2024-10-03 00:00:00+00:00,60988.01,0,0.0,1.0
2024-10-03 01:00:00+00:00,61024.0,0,0.0,1.0
2024-10-03 02:00:00+00:00,61185.17,0,0.0,1.0
2024-10-03 03:00:00+00:00,61463.99,0,0.0,1.0
2024-10-03 04:00:00+00:00,61326.0,0,0.0,1.0
2024-10-03 05:00:00+00:00,61176.01,0,0.0,1.0
2024-10-03 06:00:00+00:00,61334.01,0,0.0,1.0
2024-10-03 07:00:00+00:00,60926.0,0,0.0,1.0
2024-10-03 08:00:00+00:00,60354.0,0,0.0,1.0
2024-10-03 09:00:00+00:00,60720.48,0,0.0,1.0
2024-10-03 10:00:00+00:00,61025.98,0,0.0,1.0
2024-10-03 11:00:00+00:00,60764.74,0,0.0,1.0
2024-10-03 12:00:00+00:00,60469.95,0,0.0,1.0
2024-10-03 13:00:00+00:00,60382.05,0,0.0,1.0
2024-10-03 14:00:00+00:00,60172.01,0,0.0,1.0
2024-10-03 15:00:00+00:00,60641.5,0,0.0,1.0
2024-10-03 16:00:00+00:00,60168.0,0,0.0,1.0
2024-10-03 17:00:00+00:00,60632.0,0,0.0,1.0
2024-10-03 18:00:00+00:00,60722.31,0,0.0,1.0
2024-10-03 19:00:00+00:00,61036.0,0,0.0,1.0
2024-10-03 20:00:00+00:00,60773.99,0,0.0,1.0
2024-10-03 21:00:00+00:00,60807.13,0,0.0,1.0
2024-10-03 22:00:00+00:00,60895.27,0,0.0,1.0
2024-10-03 23:00:00+00:00,60752.71,0,0.0,1.0
2024-10-04 00:00:00+00:00,60504.01,0,0.0,1.0
2024-10-04 01:00:00+00:00,61218.0,0,0.0,1.0
2024-10-04 02:00:00+00:00,61036.14,0,0.0,1.0
2024-10-04 03:00:00+00:00,60951.99,0,0.0,1.0
2024-10-04 04:00:00+00:00,61001.44,0,0.0,1.0
2024-10-04 05:00:00+00:00,61224.34,0,0.0,1.0
2024-10-04 06:00:00+00:00,61119.99,0,0.0,1.0
2024-10-04 07:00:00+00:00,61443.64,0,0.0,1.0
2024-10-04 08:00:00+00:00,61449.73,0,0.0,1.0
2024-10-04 09:00:00+00:00,61339.43,0,0.0,1.0
2024-10-04 10:00:00+00:00,61284.01,0,0.0,1.0
2024-10-04 11:00:00+00:00,61449.84,0,0.0,1.0
2024-10-04 12:00:00+00:00,61932.24,0,0.0,1.0
2024-10-04 13:00:00+00:00,61580.02,0,0.0,1.0
2024-10-04 14:00:00+00:00,61239.99,0,0.0,1.0
2024-10-04 15:00:00+00:00,61873.04,0,0.0,1.0
2024-10-04 16:00:00+00:00,62244.0,0,0.0,1.0
2024-10-04 17:00:00+00:00,61983.32,0,0.0,1.0
2024-10-04 18:00:00+00:00,62345.0,0,0.0,1.0
2024-10-04 19:00:00+00:00,62368.0,0,0.0,1.0
2024-10-04 20:00:00+00:00,62407.69,0,0.0,1.0
2024-10-04 21:00:00+00:00,62274.45,0,0.0,1.0
2024-10-04 22:00:00+00:00,62213.14,0,0.0,1.0
2024-10-04 23:00:00+00:00,62086.0,0,0.0,1.0
2024-10-05 00:00:00+00:00,62170.0,0,0.0,1.0
2024-10-05 01:00:00+00:00,62069.99,0,0.0,1.0
2024-10-05 02:00:00+00:00,61812.0,0,0.0,1.0
2024-10-05 03:00:00+00:00,61861.99,0,0.0,1.0
2024-10-05 04:00:00+00:00,61950.01,0,0.0,1.0
2024-10-05 05:00:00+00:00,62149.47,0,0.0,1.0
2024-10-05 06:00:00+00:00,62224.0,0,0.0,1.0
2024-10-05 07:00:00+00:00,62076.19,0,0.0,1.0
2024-10-05 08:00:00+00:00,62151.52,0,0.0,1.0
2024-10-05 09:00:00+00:00,62252.0,0,0.0,1.0
2024-10-05 10:00:00+00:00,62213.84,0,0.0,1.0
2024-10-05 11:00:00+00:00,62180.0,0,0.0,1.0
2024-10-05 12:00:00+00:00,62302.03,0,0.0,1.0
2024-10-05 13:00:00+00:00,62153.35,0,0.0,1.0
2024-10-05 14:00:00+00:00,62196.01,0,0.0,1.0
2024-10-05 15:00:00+00:00,62167.66,0,0.0,1.0
2024-10-05 16:00:00+00:00,61958.39,0,0.0,1.0
2024-10-05 17:00:00+00:00,62016.01,0,0.0,1.0
2024-10-05 18:00:00+00:00,61864.0,0,0.0,1.0
2024-10-05 19:00:00+00:00,61848.48,0,0.0,1.0
2024-10-05 20:00:00+00:00,61723.38,0,0.0,1.0
2024-10-05 21:00:00+00:00,61857.64,0,0.0,1.0
2024-10-05 22:00:00+00:00,62039.52,0,0.0,1.0
2024-10-05 23:00:00+00:00,62058.0,0,0.0,1.0
2024-10-06 00:00:00+00:00,61920.0,0,0.0,1.0
2024-10-06 01:00:00+00:00,62081.01,0,0.0,1.0
2024-10-06 02:00:00+00:00,61966.01,0,0.0,1.0
2024-10-06 03:00:00+00:00,61878.66,0,0.0,1.0
2024-10-06 04:00:00+00:00,61878.03,0,0.0,1.0
2024-10-06 05:00:00+00:00,61938.51,0,0.0,1.0
2024-10-06 06:00:00+00:00,61961.99,0,0.0,1.0
2024-10-06 07:00:00+00:00,61949.01,0,0.0,1.0
2024-10-06 08:00:00+00:00,61989.81,0,0.0,1.0
2024-10-06 09:00:00+00:00,62066.38,0,0.0,1.0
2024-10-06 10:00:00+00:00,62023.83,0,0.0,1.0
2024-10-06 11:00:00+00:00,62101.92,0,0.0,1.0
2024-10-06 12:00:00+00:00,62222.0,0,0.0,1.0
2024-10-06 13:00:00+00:00,62257.73,0,0.0,1.0
2024-10-06 14:00:00+00:00,62715.99,0,0.0,1.0
2024-10-06 15:00:00+00:00,62720.01,0,0.0,1.0
2024-10-06 16:00:00+00:00,62602.0,0,0.0,1.0
2024-10-06 17:00:00+00:00,62591.2,0,0.0,1.0
2024-10-06 18:00:00+00:00,62718.36,0,0.0,1.0
2024-10-06 19:00:00+00:00,62631.38,0,0.0,1.0
2024-10-06 20:00:00+00:00,62620.62,0,0.0,1.0
2024-10-06 21:00:00+00:00,62303.03,0,0.0,1.0
2024-10-06 22:00:00+00:00,62618.85,0,0.0,1.0
2024-10-06 23:00:00+00:00,62819.91,0,0.0,1.0
2024-10-07 00:00:00+00:00,63677.98,0,0.0,1.0
2024-10-07 01:00:00+00:00,63819.0,0,0.0,1.0
2024-10-07 02:00:00+00:00,63637.29,0,0.0,1.0
2024-10-07 03:00:00+00:00,63530.51,0,0.0,1.0
2024-10-07 04:00:00+00:00,63466.66,0,0.0,1.0
2024-10-07 05:00:00+00:00,63380.01,0,0.0,1.0
2024-10-07 06:00:00+00:00,63706.0,0,0.0,1.0
2024-10-07 07:00:00+00:00,63531.99,0,0.0,1.0
2024-10-07 08:00:00+00:00,63554.62,0,0.0,1.0
2024-10-07 09:00:00+00:00,63210.83,0,0.0,1.0
2024-10-07 10:00:00+00:00,62891.48,0,0.0,1.0
2024-10-07 11:00:00+00:00,63135.44,0,0.0,1.0
2024-10-07 12:00:00+00:00,62883.33,0,0.0,1.0
2024-10-07 13:00:00+00:00,63457.36,0,0.0,1.0
2024-10-07 14:00:00+00:00,63991.89,0,0.0,1.0
2024-10-07 15:00:00+00:00,63651.6,0,0.0,1.0
2024-10-07 16:00:00+00:00,63819.9,0,0.0,1.0
2024-10-07 17:00:00+00:00,63819.99,0,0.0,1.0
2024-10-07 18:00:00+00:00,62848.0,0,0.0,1.0
2024-10-07 19:00:00+00:00,63382.0,0,0.0,1.0
2024-10-07 20:00:00+00:00,63020.0,0,0.0,1.0
2024-10-07 21:00:00+00:00,63373.99,0,0.0,1.0
2024-10-07 22:00:00+00:00,62471.08,0,0.0,1.0
2024-10-07 23:00:00+00:00,62224.0,0,0.0,1.0
2024-10-08 00:00:00+00:00,62552.98,0,0.0,1.0
2024-10-08 01:00:00+00:00,62630.01,0,0.0,1.0
2024-10-08 02:00:00+00:00,62785.78,0,0.0,1.0
2024-10-08 03:00:00+00:00,62629.8,0,0.0,1.0
2024-10-08 04:00:00+00:00,62694.9,0,0.0,1.0
2024-10-08 05:00:00+00:00,62517.35,0,0.0,1.0
2024-10-08 06:00:00+00:00,62509.42,0,0.0,1.0
2024-10-08 07:00:00+00:00,62319.99,0,0.0,1.0
2024-10-08 08:00:00+00:00,62409.46,0,0.0,1.0
2024-10-08 09:00:00+00:00,62537.38,0,0.0,1.0
2024-10-08 10:00:00+00:00,62519.78,0,0.0,1.0
2024-10-08 11:00:00+00:00,62624.01,0,0.0,1.0
2024-10-08 12:00:00+00:00,62440.0,0,0.0,1.0
2024-10-08 13:00:00+00:00,63035.27,0,0.0,1.0
2024-10-08 14:00:00+00:00,62778.0,0,0.0,1.0
2024-10-08 15:00:00+00:00,62288.01,0,0.0,1.0
2024-10-08 16:00:00+00:00,62570.0,0,0.0,1.0
2024-10-08 17:00:00+00:00,62393.94,0,0.0,1.0
2024-10-08 18:00:00+00:00,62110.72,0,0.0,1.0
2024-10-08 19:00:00+00:00,62245.53,0,0.0,1.0
2024-10-08 20:00:00+00:00,62400.02,0,0.0,1.0
2024-10-08 21:00:00+00:00,62443.74,0,0.0,1.0
2024-10-08 22:00:00+00:00,62175.01,0,0.0,1.0
2024-10-08 23:00:00+00:00,62160.49,0,0.0,1.0
2024-10-09 00:00:00+00:00,62154.0,0,0.0,1.0
2024-10-09 01:00:00+00:00,62414.55,0,0.0,1.0
2024-10-09 02:00:00+00:00,62264.01,0,0.0,1.0
2024-10-09 03:00:00+00:00,62394.07,0,0.0,1.0
2024-10-09 04:00:00+00:00,62347.78,0,0.0,1.0
2024-10-09 05:00:00+00:00,62524.09,0,0.0,1.0
2024-10-09 06:00:00+00:00,62430.0,0,0.0,1.0
2024-10-09 07:00:00+00:00,62276.78,0,0.0,1.0
2024-10-09 08:00:00+00:00,62149.99,0,0.0,1.0
2024-10-09 09:00:00+00:00,62264.02,0,0.0,1.0
2024-10-09 10:00:00+00:00,62150.0,0,0.0,1.0
2024-10-09 11:00:00+00:00,62200.0,0,0.0,1.0
2024-10-09 12:00:00+00:00,61980.0,0,0.0,1.0
2024-10-09 13:00:00+00:00,61800.99,0,0.0,1.0
